Name;DataType;Length;Coding;Address
BITALLARMI_WPL.alTcZona66Tdb7;Bool;1;Binary;%DB91.DBX42.1
BITALLARMI_WPL.alTcZona65Tdb6;Bool;1;Binary;%DB91.DBX42.0
BITALLARMI_WPL.alTcZona64Tdb5;Bool;1;Binary;%DB91.DBX41.7
BITALLARMI_WPL.alTcZona63Tdb4;Bool;1;Binary;%DB91.DBX41.6
BITALLARMI_WPL.alTcZona62Tdb3;Bool;1;Binary;%DB91.DBX41.5
BITALLARMI_WPL.alTcZona61Tdb2;Bool;1;Binary;%DB91.DBX41.4
BITALLARMI_WPL.alTcZona60Tdb1;Bool;1;Binary;%DB91.DBX41.3
BITALLARMI_WPL.alTcZona59Tdc11;Bool;1;Binary;%DB91.DBX41.2
BITALLARMI_WPL.alTcZona58Tdc10;Bool;1;Binary;%DB91.DBX41.1
BITALLARMI_WPL.alTcZona57Tdc9;Bool;1;Binary;%DB91.DBX41.0
BITALLARMI_WPL.alTcZona56Tdc8;Bool;1;Binary;%DB91.DBX40.7
BITALLARMI_WPL.alTcZona55Tdc7;Bool;1;Binary;%DB91.DBX40.6
BITALLARMI_WPL.alTcZona54Tdc6;Bool;1;Binary;%DB91.DBX40.5
BITALLARMI_WPL.alTcZona53Tdc5;Bool;1;Binary;%DB91.DBX40.4
BITALLARMI_WPL.alTcZona52Tdc4;Bool;1;Binary;%DB91.DBX40.3
BITALLARMI_WPL.alTcZona51Tdc3;Bool;1;Binary;%DB91.DBX40.2
BITALLARMI_WPL.alTcZona50Tdc2;Bool;1;Binary;%DB91.DBX40.1
BITALLARMI_WPL.alTcZona49Tdc1;Bool;1;Binary;%DB91.DBX40.0
BITALLARMI_WPL.alTcZona48Td11;Bool;1;Binary;%DB91.DBX39.7
BITALLARMI_WPL.alTcZona47Td10;Bool;1;Binary;%DB91.DBX39.6
BITALLARMI_WPL.alTcZona46Td9;Bool;1;Binary;%DB91.DBX39.5
BITALLARMI_WPL.alTcZona45Td8;Bool;1;Binary;%DB91.DBX39.4
BITALLARMI_WPL.alTcZona44Td7;Bool;1;Binary;%DB91.DBX39.3
BITALLARMI_WPL.alTcZona43Td6;Bool;1;Binary;%DB91.DBX39.2
BITALLARMI_WPL.alTcZona42Td5;Bool;1;Binary;%DB91.DBX39.1
BITALLARMI_WPL.alTcZona41Td4;Bool;1;Binary;%DB91.DBX39.0
BITALLARMI_WPL.alTcZona40Td3;Bool;1;Binary;%DB91.DBX38.7
BITALLARMI_WPL.alTcZona39Td2;Bool;1;Binary;%DB91.DBX38.6
BITALLARMI_WPL.alTcZona38Td1;Bool;1;Binary;%DB91.DBX38.5
BITALLARMI_WPL.alTcZona37ExbBc;Bool;1;Binary;%DB91.DBX38.4
BITALLARMI_WPL.alTcZona36Cnb2;Bool;1;Binary;%DB91.DBX38.3
BITALLARMI_WPL.alTcZona35Cnb1;Bool;1;Binary;%DB91.DBX38.2
BITALLARMI_WPL.alTcZona34Smb1;Bool;1;Binary;%DB91.DBX38.1
BITALLARMI_WPL.alTcZona33Gpb1;Bool;1;Binary;%DB91.DBX38.0
BITALLARMI_WPL.alTcZona32Scb4;Bool;1;Binary;%DB91.DBX37.7
BITALLARMI_WPL.alTcZona31Scb3;Bool;1;Binary;%DB91.DBX37.6
BITALLARMI_WPL.alTcZona30Scb2;Bool;1;Binary;%DB91.DBX37.5
BITALLARMI_WPL.alTcZona29Scb1;Bool;1;Binary;%DB91.DBX37.4
BITALLARMI_WPL.alTcZona28Exb7;Bool;1;Binary;%DB91.DBX37.3
BITALLARMI_WPL.alTcZona27Exb6;Bool;1;Binary;%DB91.DBX37.2
BITALLARMI_WPL.alTcZona26Exb5;Bool;1;Binary;%DB91.DBX37.1
BITALLARMI_WPL.alTcZona25Exb4;Bool;1;Binary;%DB91.DBX37.0
BITALLARMI_WPL.alTcZona24Exb3;Bool;1;Binary;%DB91.DBX36.7
BITALLARMI_WPL.alTcZona23Exb2;Bool;1;Binary;%DB91.DBX36.6
BITALLARMI_WPL.alTcZona22Exb1;Bool;1;Binary;%DB91.DBX36.5
BITALLARMI_WPL.alTcZona21ExaBc;Bool;1;Binary;%DB91.DBX36.4
BITALLARMI_WPL.alTcZona20Box1;Bool;1;Binary;%DB91.DBX36.3
BITALLARMI_WPL.alTcZona19Vma1;Bool;1;Binary;%DB91.DBX36.2
BITALLARMI_WPL.alTcZona18Cma2;Bool;1;Binary;%DB91.DBX36.1
BITALLARMI_WPL.alTcZona17Cma1;Bool;1;Binary;%DB91.DBX36.0
BITALLARMI_WPL.alTcZona16Gpa1;Bool;1;Binary;%DB91.DBX35.7
BITALLARMI_WPL.alTcZona15Sca4;Bool;1;Binary;%DB91.DBX35.6
BITALLARMI_WPL.alTcZona14Sca3;Bool;1;Binary;%DB91.DBX35.5
BITALLARMI_WPL.alTcZona13Sca2;Bool;1;Binary;%DB91.DBX35.4
BITALLARMI_WPL.alTcZona12Sca1;Bool;1;Binary;%DB91.DBX35.3
BITALLARMI_WPL.alTcZona11Exa11;Bool;1;Binary;%DB91.DBX35.2
BITALLARMI_WPL.alTcZona10Exa10;Bool;1;Binary;%DB91.DBX35.1
BITALLARMI_WPL.alTcZona9Exa9;Bool;1;Binary;%DB91.DBX35.0
BITALLARMI_WPL.alTcZona8Exa8;Bool;1;Binary;%DB91.DBX34.7
BITALLARMI_WPL.alTcZona7Exa7;Bool;1;Binary;%DB91.DBX34.6
BITALLARMI_WPL.alTcZona6Exa6;Bool;1;Binary;%DB91.DBX34.5
BITALLARMI_WPL.alTcZona5Exa5;Bool;1;Binary;%DB91.DBX34.4
BITALLARMI_WPL.alTcZona4Exa4;Bool;1;Binary;%DB91.DBX34.3
BITALLARMI_WPL.alTcZona3Exa3;Bool;1;Binary;%DB91.DBX34.2
BITALLARMI_WPL.alTcZona2Exa2;Bool;1;Binary;%DB91.DBX34.1
BITALLARMI_WPL.alTcZona1Exa1;Bool;1;Binary;%DB91.DBX34.0
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionGruppoRafSupDx;Bool;1;Binary;%DB91.DBX33.4
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionGruppoRafSupSx;Bool;1;Binary;%DB91.DBX33.3
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionGruppoRafInfDx;Bool;1;Binary;%DB91.DBX33.2
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionGruppoRafInfSx;Bool;1;Binary;%DB91.DBX33.1
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionNastroTrasp;Bool;1;Binary;%DB91.DBX33.0
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionTrainoCesoiaSup;Bool;1;Binary;%DB91.DBX32.7
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionTrainoCesoiaInf;Bool;1;Binary;%DB91.DBX32.6
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionTraino4Rulli;Bool;1;Binary;%DB91.DBX32.5
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionTraino6Rulli;Bool;1;Binary;%DB91.DBX32.4
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaVuoto8;Bool;1;Binary;%DB91.DBX32.3
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaVuoto7;Bool;1;Binary;%DB91.DBX32.2
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaVuoto6;Bool;1;Binary;%DB91.DBX32.1
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaVuoto5;Bool;1;Binary;%DB91.DBX32.0
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaVuoto4;Bool;1;Binary;%DB91.DBX31.7
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaVuoto3;Bool;1;Binary;%DB91.DBX31.6
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaVuoto2;Bool;1;Binary;%DB91.DBX31.5
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaVuoto1;Bool;1;Binary;%DB91.DBX31.4
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionMartinetto4;Bool;1;Binary;%DB91.DBX31.3
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionMartinetto3;Bool;1;Binary;%DB91.DBX31.2
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionMartinetto2;Bool;1;Binary;%DB91.DBX31.1
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionMartinetto1;Bool;1;Binary;%DB91.DBX31.0
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionLamaAriaSup;Bool;1;Binary;%DB91.DBX30.7
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionLamaAriaInf;Bool;1;Binary;%DB91.DBX30.6
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionTestaDx;Bool;1;Binary;%DB91.DBX30.5
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionTestaSx;Bool;1;Binary;%DB91.DBX30.4
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaB;Bool;1;Binary;%DB91.DBX30.3
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionExtB;Bool;1;Binary;%DB91.DBX30.2
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionPompaA;Bool;1;Binary;%DB91.DBX30.1
BITALLARMI_ANOMALIA_AZIONAMENTI.alAzionExtA;Bool;1;Binary;%DB91.DBX30.0
BITALLARMI_CORRENTI.alMaxCorGruppoRafSupDx;Bool;1;Binary;%DB91.DBX29.4
BITALLARMI_CORRENTI.alMaxCorGruppoRafSupSx;Bool;1;Binary;%DB91.DBX29.3
BITALLARMI_CORRENTI.alMaxCorGruppoRafInfDx;Bool;1;Binary;%DB91.DBX29.2
BITALLARMI_CORRENTI.alMaxCorGruppoRafInfSx;Bool;1;Binary;%DB91.DBX29.1
BITALLARMI_CORRENTI.alMaxCorNastroTrasp;Bool;1;Binary;%DB91.DBX29.0
BITALLARMI_CORRENTI.alMaxCorTrainoCesoiaSup;Bool;1;Binary;%DB91.DBX28.7
BITALLARMI_CORRENTI.alMaxCorTrainoCesoiaInf;Bool;1;Binary;%DB91.DBX28.6
BITALLARMI_CORRENTI.alMaxCorTraino4Rulli;Bool;1;Binary;%DB91.DBX28.5
BITALLARMI_CORRENTI.alMaxCorTraino6Rulli;Bool;1;Binary;%DB91.DBX28.4
BITALLARMI_CORRENTI.alMaxCorPompaVuoto8;Bool;1;Binary;%DB91.DBX28.3
BITALLARMI_CORRENTI.alMaxCorPompaVuoto7;Bool;1;Binary;%DB91.DBX28.2
BITALLARMI_CORRENTI.alMaxCorPompaVuoto6;Bool;1;Binary;%DB91.DBX28.1
BITALLARMI_CORRENTI.alMaxCorPompaVuoto5;Bool;1;Binary;%DB91.DBX28.0
BITALLARMI_CORRENTI.alMaxCorPompaVuoto4;Bool;1;Binary;%DB91.DBX27.7
BITALLARMI_CORRENTI.alMaxCorPompaVuoto3;Bool;1;Binary;%DB91.DBX27.6
BITALLARMI_CORRENTI.alMaxCorPompaVuoto2;Bool;1;Binary;%DB91.DBX27.5
BITALLARMI_CORRENTI.alMaxCorPompaVuoto1;Bool;1;Binary;%DB91.DBX27.4
BITALLARMI_CORRENTI.alMaxCorMartinetto4;Bool;1;Binary;%DB91.DBX27.3
BITALLARMI_CORRENTI.alMaxCorMartinetto3;Bool;1;Binary;%DB91.DBX27.2
BITALLARMI_CORRENTI.alMaxCorMartinetto2;Bool;1;Binary;%DB91.DBX27.1
BITALLARMI_CORRENTI.alMaxCorMartinetto1;Bool;1;Binary;%DB91.DBX27.0
BITALLARMI_CORRENTI.alMaxCorLamaAriaSup;Bool;1;Binary;%DB91.DBX26.7
BITALLARMI_CORRENTI.alMaxCorLamaAriaInf;Bool;1;Binary;%DB91.DBX26.6
BITALLARMI_CORRENTI.alMaxCorTestaDx;Bool;1;Binary;%DB91.DBX26.5
BITALLARMI_CORRENTI.alMaxCorTestaSx;Bool;1;Binary;%DB91.DBX26.4
BITALLARMI_CORRENTI.alMaxCorPompaB;Bool;1;Binary;%DB91.DBX26.3
BITALLARMI_CORRENTI.alMaxCorExtB;Bool;1;Binary;%DB91.DBX26.2
BITALLARMI_CORRENTI.alMaxCorPompaA;Bool;1;Binary;%DB91.DBX26.1
BITALLARMI_CORRENTI.alMaxCorExtA;Bool;1;Binary;%DB91.DBX26.0
BITALLARMI_PRESSIONI_EXB.alMassimaTemp;Bool;1;Binary;%DB91.DBX25.1
BITALLARMI_PRESSIONI_EXB.alMinimaPresOlio;Bool;1;Binary;%DB91.DBX25.0
BITALLARMI_PRESSIONI_EXB.alMassimaPresOlio;Bool;1;Binary;%DB91.DBX24.7
BITALLARMI_PRESSIONI_EXB.alMaxPresDopoPompa;Bool;1;Binary;%DB91.DBX24.6
BITALLARMI_PRESSIONI_EXB.prealMaxPresDopoPompa;Bool;1;Binary;%DB91.DBX24.5
BITALLARMI_PRESSIONI_EXB.alMinPresPrimaPompa;Bool;1;Binary;%DB91.DBX24.4
BITALLARMI_PRESSIONI_EXB.alMaxPresPrimaPompa;Bool;1;Binary;%DB91.DBX24.3
BITALLARMI_PRESSIONI_EXB.prealMaxPresPrimaPompa;Bool;1;Binary;%DB91.DBX24.2
BITALLARMI_PRESSIONI_EXB.alMaxPresPrimaDelFiltro;Bool;1;Binary;%DB91.DBX24.1
BITALLARMI_PRESSIONI_EXB.prealMaxPresPrimaDelFiltro;Bool;1;Binary;%DB91.DBX24.0
BITALLARMI_PRESSIONI_EXA.alMassimaTempOlio;Bool;1;Binary;%DB91.DBX23.1
BITALLARMI_PRESSIONI_EXA.alMinimaPressioneOlio;Bool;1;Binary;%DB91.DBX23.0
BITALLARMI_PRESSIONI_EXA.alMassimaPressioneOlio;Bool;1;Binary;%DB91.DBX22.7
BITALLARMI_PRESSIONI_EXA.alMaxPresDopoPompa;Bool;1;Binary;%DB91.DBX22.6
BITALLARMI_PRESSIONI_EXA.prealMaxPresDopoPompa;Bool;1;Binary;%DB91.DBX22.5
BITALLARMI_PRESSIONI_EXA.alMinPresPrimaPompa;Bool;1;Binary;%DB91.DBX22.4
BITALLARMI_PRESSIONI_EXA.alMaxPresPrimaPompa;Bool;1;Binary;%DB91.DBX22.3
BITALLARMI_PRESSIONI_EXA.prealMaxPresPrimaPompa;Bool;1;Binary;%DB91.DBX22.2
BITALLARMI_PRESSIONI_EXA.alMaxPresPrimaDelFiltro;Bool;1;Binary;%DB91.DBX22.1
BITALLARMI_PRESSIONI_EXA.prealMaxPresPrimaDelFiltro;Bool;1;Binary;%DB91.DBX22.0
BITALLARMI_TERMICI_EM_VARI.TermicoBidone;Bool;1;Binary;%DB91.DBX20.5
BITALLARMI_TERMICI_EM_VARI.TermicoTappetoJason;Bool;1;Binary;%DB91.DBX20.4
BITALLARMI_TERMICI_EM_VARI.TermicoLamaAriaJson;Bool;1;Binary;%DB91.DBX20.3
BITALLARMI_TERMICI_EM_VARI.AnomaliaMulino2;Bool;1;Binary;%DB91.DBX20.2
BITALLARMI_TERMICI_EM_VARI.AnomaliaMulino1;Bool;1;Binary;%DB91.DBX20.1
BITALLARMI_TERMICI_EM_VARI.AnomaliaPompaBoster2;Bool;1;Binary;%DB91.DBX20.0
BITALLARMI_TERMICI_EM_VARI.AnomaliaPompaBoster1;Bool;1;Binary;%DB91.DBX19.7
BITALLARMI_TERMICI_EM_VARI.alTermicoGrassoGlSup;Bool;1;Binary;%DB91.DBX19.6
BITALLARMI_TERMICI_EM_VARI.alTermicoGrassoGlInf;Bool;1;Binary;%DB91.DBX19.5
BITALLARMI_TERMICI_EM_VARI.alTermGrRafIngSupVent4;Bool;1;Binary;%DB91.DBX19.4
BITALLARMI_TERMICI_EM_VARI.alTermGrRafIngSupVent3;Bool;1;Binary;%DB91.DBX19.3
BITALLARMI_TERMICI_EM_VARI.alTermGrRafIngSupVent2;Bool;1;Binary;%DB91.DBX19.2
BITALLARMI_TERMICI_EM_VARI.alTermGrRafIngSupVent1;Bool;1;Binary;%DB91.DBX19.1
BITALLARMI_TERMICI_EM_VARI.alTermGrRafOutSupVent4;Bool;1;Binary;%DB91.DBX19.0
BITALLARMI_TERMICI_EM_VARI.alTermGrRafOutSupVent3;Bool;1;Binary;%DB91.DBX18.7
BITALLARMI_TERMICI_EM_VARI.alTermGrRafOutSupVent2;Bool;1;Binary;%DB91.DBX18.6
BITALLARMI_TERMICI_EM_VARI.alTermGrRafOutSupVent1;Bool;1;Binary;%DB91.DBX18.5
BITALLARMI_TERMICI_EM_VARI.alTermGrRafIngInfVent4;Bool;1;Binary;%DB91.DBX18.4
BITALLARMI_TERMICI_EM_VARI.alTermGrRafIngInfVent3;Bool;1;Binary;%DB91.DBX18.3
BITALLARMI_TERMICI_EM_VARI.alTermGrRafIngInfVent2;Bool;1;Binary;%DB91.DBX18.2
BITALLARMI_TERMICI_EM_VARI.alTermGrRafIngInfVent1;Bool;1;Binary;%DB91.DBX18.1
BITALLARMI_TERMICI_EM_VARI.alTermGrRafOutInfVent4;Bool;1;Binary;%DB91.DBX18.0
BITALLARMI_TERMICI_EM_VARI.alTermGrRafOutInfVent3;Bool;1;Binary;%DB91.DBX17.7
BITALLARMI_TERMICI_EM_VARI.alTermGrRafOutInfVent2;Bool;1;Binary;%DB91.DBX17.6
BITALLARMI_TERMICI_EM_VARI.alTermGrRafOutInfVent1;Bool;1;Binary;%DB91.DBX17.5
BITALLARMI_TERMICI_EM_VARI.alTermGrRafAzIngrSup;Bool;1;Binary;%DB91.DBX17.4
BITALLARMI_TERMICI_EM_VARI.alTermGrRafAzOutSup;Bool;1;Binary;%DB91.DBX17.3
BITALLARMI_TERMICI_EM_VARI.alTermGrRafAzIngrInf;Bool;1;Binary;%DB91.DBX17.2
BITALLARMI_TERMICI_EM_VARI.alTermGrRafAzOutInf;Bool;1;Binary;%DB91.DBX17.1
BITALLARMI_TERMICI_EM_VARI.alMinTempZoneTesta;Bool;1;Binary;%DB91.DBX17.0
BITALLARMI_TERMICI_EM_VARI.alMinTempZoneExtB;Bool;1;Binary;%DB91.DBX16.7
BITALLARMI_TERMICI_EM_VARI.alMinTempZoneExtA;Bool;1;Binary;%DB91.DBX16.6
BITALLARMI_TERMICI_EM_VARI.alTermPompaOlioExtB;Bool;1;Binary;%DB91.DBX16.5
BITALLARMI_TERMICI_EM_VARI.alTermVentilatoreMotExtB;Bool;1;Binary;%DB91.DBX16.4
BITALLARMI_TERMICI_EM_VARI.alTermPompaOlioExtA;Bool;1;Binary;%DB91.DBX16.3
BITALLARMI_TERMICI_EM_VARI.alTermVentilatoreMotExtA;Bool;1;Binary;%DB91.DBX16.2
BITALLARMI_TERMICI_EM_VARI.alTermostatoQeEstrusori;Bool;1;Binary;%DB91.DBX16.1
BITALLARMI_TERMICI_EM_VARI.alTermicoCondQeEstrusori;Bool;1;Binary;%DB91.DBX16.0
BITALLARMI_TERMICI_EM_VARI.alSequenzaMacaFaseQeExt;Bool;1;Binary;%DB91.DBX15.7
BITALLARMI_TERMICI_EM_VARI.alTermiAlimentazioneLamette;Bool;1;Binary;%DB91.DBX15.6
BITALLARMI_TERMICI_EM_VARI.alTermVentMotRulli6;Bool;1;Binary;%DB91.DBX15.5
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtBZona7;Bool;1;Binary;%DB91.DBX15.4
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtBZona6;Bool;1;Binary;%DB91.DBX15.3
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtBZona5;Bool;1;Binary;%DB91.DBX15.2
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtBZona4;Bool;1;Binary;%DB91.DBX15.1
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtBZona3;Bool;1;Binary;%DB91.DBX15.0
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtBZona2;Bool;1;Binary;%DB91.DBX14.7
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtBZona1;Bool;1;Binary;%DB91.DBX14.6
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona11;Bool;1;Binary;%DB91.DBX14.5
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona10;Bool;1;Binary;%DB91.DBX14.4
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona9;Bool;1;Binary;%DB91.DBX14.3
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona8;Bool;1;Binary;%DB91.DBX14.2
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona7;Bool;1;Binary;%DB91.DBX14.1
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona6;Bool;1;Binary;%DB91.DBX14.0
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona5;Bool;1;Binary;%DB91.DBX13.7
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona4;Bool;1;Binary;%DB91.DBX13.6
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona3;Bool;1;Binary;%DB91.DBX13.5
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona2;Bool;1;Binary;%DB91.DBX13.4
BITALLARMI_TERMICI_EM_VARI.alTermVentRafExtAZona1;Bool;1;Binary;%DB91.DBX13.3
BITALLARMI_TERMICI_EM_VARI.alTermCentCambiaFiltro;Bool;1;Binary;%DB91.DBX13.2
BITALLARMI_TERMICI_EM_VARI.alTermVentMotRulli4;Bool;1;Binary;%DB91.DBX13.1
BITALLARMI_TERMICI_EM_VARI.alTermMotNastroTrasp;Bool;1;Binary;%DB91.DBX13.0
BITALLARMI_TERMICI_EM_VARI.alTermMotCesoiaSup;Bool;1;Binary;%DB91.DBX12.7
BITALLARMI_TERMICI_EM_VARI.alTermMotCesoiaInf;Bool;1;Binary;%DB91.DBX12.6
BITALLARMI_TERMICI_EM_VARI.alTermVentMotCesoiaSup;Bool;1;Binary;%DB91.DBX12.5
BITALLARMI_TERMICI_EM_VARI.alTermMotTrainoCesoiaSup;Bool;1;Binary;%DB91.DBX12.4
BITALLARMI_TERMICI_EM_VARI.alTermVentMotCesoiaInf;Bool;1;Binary;%DB91.DBX12.3
BITALLARMI_TERMICI_EM_VARI.alTermMotTrainoCesoiaInf;Bool;1;Binary;%DB91.DBX12.2
BITALLARMI_TERMICI_EM_VARI.alTermMotTrainoRulli4;Bool;1;Binary;%DB91.DBX12.1
BITALLARMI_TERMICI_EM_VARI.alTermTrattametoCorona;Bool;1;Binary;%DB91.DBX12.0
BITALLARMI_TERMICI_EM_VARI.alTermVentForno3;Bool;1;Binary;%DB91.DBX11.7
BITALLARMI_TERMICI_EM_VARI.alTermVentForno2;Bool;1;Binary;%DB91.DBX11.6
BITALLARMI_TERMICI_EM_VARI.alTermVentForno1;Bool;1;Binary;%DB91.DBX11.5
BITALLARMI_TERMICI_EM_VARI.alSegnalaAlimSelettivo;Bool;1;Binary;%DB91.DBX11.4
BITALLARMI_TERMICI_EM_VARI.alTermMotTrainoRulli6;Bool;1;Binary;%DB91.DBX11.3
BITALLARMI_TERMICI_EM_VARI.alTermPompaVuoto8;Bool;1;Binary;%DB91.DBX11.2
BITALLARMI_TERMICI_EM_VARI.alTermPompaVuoto7;Bool;1;Binary;%DB91.DBX11.1
BITALLARMI_TERMICI_EM_VARI.alTermPompaVuoto6;Bool;1;Binary;%DB91.DBX11.0
BITALLARMI_TERMICI_EM_VARI.alTermPompaVuoto5;Bool;1;Binary;%DB91.DBX10.7
BITALLARMI_TERMICI_EM_VARI.alTermPompaVuoto4;Bool;1;Binary;%DB91.DBX10.6
BITALLARMI_TERMICI_EM_VARI.alTermPompaVuoto3;Bool;1;Binary;%DB91.DBX10.5
BITALLARMI_TERMICI_EM_VARI.alTermPompaVuoto2;Bool;1;Binary;%DB91.DBX10.4
BITALLARMI_TERMICI_EM_VARI.alTermPompaVuoto1;Bool;1;Binary;%DB91.DBX10.3
BITALLARMI_TERMICI_EM_VARI.alTermMart4;Bool;1;Binary;%DB91.DBX10.2
BITALLARMI_TERMICI_EM_VARI.alTermMart3;Bool;1;Binary;%DB91.DBX10.1
BITALLARMI_TERMICI_EM_VARI.alTermMart2;Bool;1;Binary;%DB91.DBX10.0
BITALLARMI_TERMICI_EM_VARI.alTermMart1;Bool;1;Binary;%DB91.DBX9.7
BITALLARMI_TERMICI_EM_VARI.alTermVentPompaIngB;Bool;1;Binary;%DB91.DBX9.6
BITALLARMI_TERMICI_EM_VARI.alTermPompaIngB;Bool;1;Binary;%DB91.DBX9.5
BITALLARMI_TERMICI_EM_VARI.alTermCentCoolingMixer;Bool;1;Binary;%DB91.DBX9.4
BITALLARMI_TERMICI_EM_VARI.alTermVentPompaIngA;Bool;1;Binary;%DB91.DBX9.3
BITALLARMI_TERMICI_EM_VARI.alTermPompaIngA;Bool;1;Binary;%DB91.DBX9.2
BITALLARMI_TERMICI_EM_VARI.alTermMotTraslazioneCalib;Bool;1;Binary;%DB91.DBX9.1
BITALLARMI_TERMICI_EM_VARI.alTermLamaAriaSup;Bool;1;Binary;%DB91.DBX9.0
BITALLARMI_TERMICI_EM_VARI.alTermLamaAriaInf;Bool;1;Binary;%DB91.DBX8.7
BITALLARMI_TERMICI_EM_VARI.alTermAlimCentLabbra;Bool;1;Binary;%DB91.DBX8.6
BITALLARMI_TERMICI_EM_VARI.alTermRegTestaDx;Bool;1;Binary;%DB91.DBX8.5
BITALLARMI_TERMICI_EM_VARI.alTermRegTestaSx;Bool;1;Binary;%DB91.DBX8.4
BITALLARMI_TERMICI_EM_VARI.alErroreUps;Bool;1;Binary;%DB91.DBX8.3
BITALLARMI_TERMICI_EM_VARI.alTermostatoQeTermo;Bool;1;Binary;%DB91.DBX8.2
BITALLARMI_TERMICI_EM_VARI.alTermCondQeTermo;Bool;1;Binary;%DB91.DBX8.1
BITALLARMI_TERMICI_EM_VARI.alSequenzaFasiQeTermo;Bool;1;Binary;%DB91.DBX8.0
BITALLARMI_PRESENZA_ALLARMI_STOP.PRESENZA_ALLARMI;Bool;1;Binary;%DB91.DBX6.3
BITALLARMI_PRESENZA_ALLARMI_STOP.SIRENA;Bool;1;Binary;%DB91.DBX6.2
BITALLARMI_PRESENZA_ALLARMI_STOP.LAMPADA_ROSSA;Bool;1;Binary;%DB91.DBX6.1
BITALLARMI_PRESENZA_ALLARMI_STOP.LAMPADA_VERDE;Bool;1;Binary;%DB91.DBX6.0
BITALLARMI_PRESENZA_PREALLARMI.PRESENZA_ALLARMI;Bool;1;Binary;%DB91.DBX4.3
BITALLARMI_PRESENZA_PREALLARMI.SIRENA;Bool;1;Binary;%DB91.DBX4.2
BITALLARMI_PRESENZA_PREALLARMI.LAMPADA_ROSSA;Bool;1;Binary;%DB91.DBX4.1
BITALLARMI_PRESENZA_PREALLARMI.LAMPADA_VERDE;Bool;1;Binary;%DB91.DBX4.0
BITALLARMI_PRESENZA_ALLARMI.PRESENZA_ALLARMI;Bool;1;Binary;%DB91.DBX2.3
BITALLARMI_PRESENZA_ALLARMI.SIRENA;Bool;1;Binary;%DB91.DBX2.2
BITALLARMI_PRESENZA_ALLARMI.LAMPADA_ROSSA;Bool;1;Binary;%DB91.DBX2.1
BITALLARMI_PRESENZA_ALLARMI.LAMPADA_VERDE;Bool;1;Binary;%DB91.DBX2.0
BITALLARMI_MODULO_EMERGENZE.MODULO_SIC_RIT_OK;Bool;1;Binary;%DB91.DBX0.1
WPL_TEMP_COBRAKAI_TEMP_CAL[6].AMP;Real;4;IEEE754;%DB2006.DBD908
WPL_TEMP_COBRAKAI_TEMP_CAL[6].REAL;Real;4;IEEE754;%DB2006.DBD904
WPL_TEMP_COBRAKAI_TEMP_CAL[6].SET;Real;4;IEEE754;%DB2006.DBD900
